category,inventory_level,category_avg_price,optimal_price
perfumery,4,89.34881257692308,56.99
cool_stuff,1,107.85751177614034,29.5
health_beauty,2,132.30986998661538,349.9
health_beauty,11,132.30986998661538,364.0
computers_accessories,16,119.48232289202898,137.9
garden_tools,1,80.09469912275,101.0
health_beauty,15,132.30986998661538,64.99
health_beauty,21,132.30986998661538,330.0
perfumery,12,89.34881257692308,118.0
computers_accessories,52,119.48232289202898,149.9
consoles_games,10,27.03376623363636,27.03333333
computers_accessories,45,119.48232289202898,77.155
health_beauty,2,132.30986998661538,23.99
watches_gifts,17,164.88000698708737,199.0
watches_gifts,14,164.88000698708737,157.1428571
health_beauty,32,132.30986998661538,122.99
watches_gifts,12,164.88000698708737,203.2909091
health_beauty,19,132.30986998661538,23.99
computers_accessories,2,119.48232289202898,134.9
watches_gifts,2,164.88000698708737,229.9
health_beauty,11,132.30986998661538,325.0
health_beauty,28,132.30986998661538,66.99
garden_tools,1,80.09469912275,179.99
health_beauty,13,132.30986998661538,116.5284615
cool_stuff,22,107.85751177614034,99.99
cool_stuff,5,107.85751177614034,97.952
garden_tools,5,80.09469912275,110.0
watches_gifts,6,164.88000698708737,307.8333333
garden_tools,2,80.09469912275,179.99
bed_bath_table,1,78.62927803639344,45.95
bed_bath_table,2,78.62927803639344,47.9
watches_gifts,1,164.88000698708737,134.9
furniture_decor,15,60.154262474583334,38.4
health_beauty,2,132.30986998661538,325.0
cool_stuff,9,107.85751177614034,99.99
health_beauty,4,132.30986998661538,84.99
health_beauty,7,132.30986998661538,29.9
computers_accessories,4,119.48232289202898,94.9
cool_stuff,2,107.85751177614034,99.99
garden_tools,26,80.09469912275,53.9
furniture_decor,14,60.154262474583334,78.53571429
health_beauty,11,132.30986998661538,364.0
watches_gifts,4,164.88000698708737,245.9
watches_gifts,9,164.88000698708737,150.1333333
watches_gifts,11,164.88000698708737,161.5909091
bed_bath_table,18,78.62927803639344,88.48823529
garden_tools,5,80.09469912275,59.9
garden_tools,25,80.09469912275,53.9
garden_tools,91,80.09469912275,52.40694444
bed_bath_table,32,78.62927803639344,163.3987097
watches_gifts,45,164.88000698708737,169.3493182
cool_stuff,18,107.85751177614034,99.99
garden_tools,2,80.09469912275,99.99
furniture_decor,44,60.154262474583334,69.9
computers_accessories,7,119.48232289202898,77.9
perfumery,10,89.34881257692308,56.99
consoles_games,23,27.03376623363636,24.5
watches_gifts,9,164.88000698708737,345.7066667
furniture_decor,28,60.154262474583334,36.85428571
computers_accessories,27,119.48232289202898,149.9
consoles_games,12,27.03376623363636,20.66666667
garden_tools,6,80.09469912275,49.9
health_beauty,21,132.30986998661538,89.99
health_beauty,6,132.30986998661538,325.0
computers_accessories,5,119.48232289202898,139.99
health_beauty,38,132.30986998661538,64.99
garden_tools,28,80.09469912275,89.99
furniture_decor,13,60.154262474583334,35.0
bed_bath_table,8,78.62927803639344,47.9
computers_accessories,18,119.48232289202898,66.34214286
health_beauty,6,132.30986998661538,29.9
garden_tools,39,80.09469912275,49.9
garden_tools,44,80.09469912275,55.75
furniture_decor,13,60.154262474583334,99.9
garden_tools,8,80.09469912275,89.0
garden_tools,14,80.09469912275,49.9
health_beauty,28,132.30986998661538,330.0
cool_stuff,1,107.85751177614034,129.99
bed_bath_table,19,78.62927803639344,39.99
cool_stuff,16,107.85751177614034,129.99
garden_tools,11,80.09469912275,99.0
furniture_decor,5,60.154262474583334,75.0
garden_tools,13,80.09469912275,53.9
bed_bath_table,26,78.62927803639344,83.64961538
garden_tools,4,80.09469912275,51.23333333
garden_tools,11,80.09469912275,179.0
perfumery,14,89.34881257692308,119.1785714
bed_bath_table,11,78.62927803639344,98.3
watches_gifts,15,164.88000698708737,133.0
computers_accessories,6,119.48232289202898,88.0
health_beauty,26,132.30986998661538,89.99
bed_bath_table,14,78.62927803639344,89.9
cool_stuff,1,107.85751177614034,65.0
cool_stuff,2,107.85751177614034,99.99
health_beauty,7,132.30986998661538,349.9
garden_tools,10,80.09469912275,49.9
consoles_games,6,27.03376623363636,34.2
garden_tools,7,80.09469912275,49.9
furniture_decor,4,60.154262474583334,35.0
watches_gifts,10,164.88000698708737,119.19
watches_gifts,1,164.88000698708737,112.0
garden_tools,3,80.09469912275,82.63333333
computers_accessories,4,119.48232289202898,146.6
computers_accessories,31,119.48232289202898,90.534
garden_tools,23,80.09469912275,59.9
health_beauty,15,132.30986998661538,59.25666667
watches_gifts,15,164.88000698708737,138.22
garden_tools,1,80.09469912275,59.9
furniture_decor,13,60.154262474583334,75.0
computers_accessories,56,119.48232289202898,120.9230769
health_beauty,17,132.30986998661538,349.9
perfumery,7,89.34881257692308,56.99
computers_accessories,13,119.48232289202898,149.9
cool_stuff,8,107.85751177614034,129.99
health_beauty,4,132.30986998661538,58.99
watches_gifts,6,164.88000698708737,78.0
garden_tools,12,80.09469912275,123.3316667
computers_accessories,5,119.48232289202898,133.0
bed_bath_table,7,78.62927803639344,74.0
bed_bath_table,3,78.62927803639344,45.95
garden_tools,6,80.09469912275,59.9
watches_gifts,10,164.88000698708737,219.06
watches_gifts,6,164.88000698708737,182.0
furniture_decor,122,60.154262474583334,69.9953271
garden_tools,6,80.09469912275,69.9
garden_tools,20,80.09469912275,51.32222222
computers_accessories,71,119.48232289202898,78.7122807
computers_accessories,18,119.48232289202898,137.9
bed_bath_table,4,78.62927803639344,45.95
garden_tools,2,80.09469912275,120.0
cool_stuff,3,107.85751177614034,89.86333333
computers_accessories,10,119.48232289202898,109.9
health_beauty,1,132.30986998661538,29.9
cool_stuff,26,107.85751177614034,35.0
watches_gifts,23,164.88000698708737,258.9695652
cool_stuff,4,107.85751177614034,35.0
computers_accessories,13,119.48232289202898,144.96
watches_gifts,5,164.88000698708737,138.98
garden_tools,4,80.09469912275,99.5
furniture_decor,11,60.154262474583334,35.0
garden_tools,17,80.09469912275,52.56666667
garden_tools,11,80.09469912275,49.9
watches_gifts,26,164.88000698708737,150.3423077
health_beauty,3,132.30986998661538,84.99
consoles_games,6,27.03376623363636,32.5
computers_accessories,3,119.48232289202898,78.9
garden_tools,3,80.09469912275,179.99
watches_gifts,2,164.88000698708737,155.0
furniture_decor,13,60.154262474583334,99.9
furniture_decor,3,60.154262474583334,99.9
computers_accessories,69,119.48232289202898,149.9
cool_stuff,14,107.85751177614034,99.99
computers_accessories,3,119.48232289202898,132.97
garden_tools,39,80.09469912275,59.9
cool_stuff,14,107.85751177614034,99.99
garden_tools,11,80.09469912275,99.99
garden_tools,2,80.09469912275,119.99
computers_accessories,29,119.48232289202898,97.6425
cool_stuff,1,107.85751177614034,99.99
health_beauty,28,132.30986998661538,23.99
bed_bath_table,14,78.62927803639344,84.9
garden_tools,35,80.09469912275,53.9
furniture_decor,9,60.154262474583334,38.4
garden_tools,17,80.09469912275,59.9
cool_stuff,3,107.85751177614034,129.99
garden_tools,37,80.09469912275,59.9
bed_bath_table,6,78.62927803639344,85.045
watches_gifts,30,164.88000698708737,145.1666667
watches_gifts,28,164.88000698708737,224.5428571
watches_gifts,6,164.88000698708737,280.6666667
watches_gifts,13,164.88000698708737,108.0
computers_accessories,57,119.48232289202898,93.09489362
garden_tools,4,80.09469912275,104.25
computers_accessories,31,119.48232289202898,149.0
watches_gifts,3,164.88000698708737,138.0
garden_tools,6,80.09469912275,113.3333333
health_beauty,23,132.30986998661538,325.0
perfumery,2,89.34881257692308,49.99
garden_tools,13,80.09469912275,59.9
health_beauty,3,132.30986998661538,23.99
cool_stuff,6,107.85751177614034,99.99
health_beauty,2,132.30986998661538,58.99
computers_accessories,12,119.48232289202898,109.9
health_beauty,6,132.30986998661538,89.99
garden_tools,2,80.09469912275,53.9
computers_accessories,2,119.48232289202898,119.9
health_beauty,10,132.30986998661538,58.99
watches_gifts,10,164.88000698708737,197.383
health_beauty,18,132.30986998661538,53.70176471
bed_bath_table,40,78.62927803639344,89.9
watches_gifts,4,164.88000698708737,232.49
bed_bath_table,60,78.62927803639344,89.9
garden_tools,3,80.09469912275,49.9
bed_bath_table,19,78.62927803639344,39.99
furniture_decor,44,60.154262474583334,75.0
consoles_games,5,27.03376623363636,32.5
garden_tools,36,80.09469912275,59.9
garden_tools,19,80.09469912275,59.9
cool_stuff,18,107.85751177614034,129.99
watches_gifts,15,164.88000698708737,179.9
garden_tools,34,80.09469912275,59.9
watches_gifts,11,164.88000698708737,157.9454545
health_beauty,9,132.30986998661538,19.99
cool_stuff,6,107.85751177614034,99.99
health_beauty,13,132.30986998661538,330.0
watches_gifts,8,164.88000698708737,105.0
furniture_decor,2,60.154262474583334,35.0
garden_tools,20,80.09469912275,53.9
cool_stuff,7,107.85751177614034,85.70428571
perfumery,17,89.34881257692308,119.9
bed_bath_table,3,78.62927803639344,92.0
computers_accessories,1,119.48232289202898,167.0
garden_tools,7,80.09469912275,110.0
bed_bath_table,34,78.62927803639344,89.9
garden_tools,7,80.09469912275,49.9
computers_accessories,6,119.48232289202898,139.99
watches_gifts,2,164.88000698708737,239.9
computers_accessories,9,119.48232289202898,119.99
consoles_games,7,27.03376623363636,35.05714286
health_beauty,19,132.30986998661538,89.99
garden_tools,2,80.09469912275,109.99
bed_bath_table,14,78.62927803639344,88.24
cool_stuff,10,107.85751177614034,119.99
garden_tools,39,80.09469912275,50.54516129
health_beauty,12,132.30986998661538,349.9
furniture_decor,1,60.154262474583334,35.0
garden_tools,25,80.09469912275,53.05789474
bed_bath_table,22,78.62927803639344,86.9
health_beauty,16,132.30986998661538,29.9
furniture_decor,92,60.154262474583334,69.9
bed_bath_table,1,78.62927803639344,84.9
bed_bath_table,51,78.62927803639344,89.9
watches_gifts,2,164.88000698708737,339.0
garden_tools,15,80.09469912275,49.9
furniture_decor,17,60.154262474583334,35.0
health_beauty,10,132.30986998661538,349.9
furniture_decor,4,60.154262474583334,38.4
computers_accessories,5,119.48232289202898,94.0
health_beauty,26,132.30986998661538,66.99
health_beauty,18,132.30986998661538,89.99
cool_stuff,11,107.85751177614034,99.99
perfumery,17,89.34881257692308,56.99
garden_tools,48,80.09469912275,50.35714286
garden_tools,6,80.09469912275,179.99
health_beauty,21,132.30986998661538,58.79952381
watches_gifts,13,164.88000698708737,108.0
garden_tools,5,80.09469912275,49.9
perfumery,17,89.34881257692308,56.99
furniture_decor,13,60.154262474583334,99.9
computers_accessories,13,119.48232289202898,87.5
watches_gifts,11,164.88000698708737,118.3636364
perfumery,6,89.34881257692308,117.9
garden_tools,21,80.09469912275,59.9
health_beauty,9,132.30986998661538,58.99
health_beauty,17,132.30986998661538,89.99
health_beauty,13,132.30986998661538,61.99
garden_tools,12,80.09469912275,49.9
bed_bath_table,2,78.62927803639344,89.9
computers_accessories,30,119.48232289202898,84.75608696
garden_tools,3,80.09469912275,179.0
bed_bath_table,9,78.62927803639344,90.875
garden_tools,12,80.09469912275,49.9
health_beauty,16,132.30986998661538,330.0
health_beauty,15,132.30986998661538,29.9
garden_tools,6,80.09469912275,49.9
computers_accessories,27,119.48232289202898,114.4911538
garden_tools,19,80.09469912275,59.9
health_beauty,24,132.30986998661538,89.99
health_beauty,14,132.30986998661538,58.99
furniture_decor,10,60.154262474583334,35.0
furniture_decor,25,60.154262474583334,38.4
watches_gifts,22,164.88000698708737,118.1318182
garden_tools,1,80.09469912275,120.0
health_beauty,1,132.30986998661538,349.9
garden_tools,8,80.09469912275,53.9
watches_gifts,8,164.88000698708737,148.5
health_beauty,17,132.30986998661538,89.99
bed_bath_table,4,78.62927803639344,47.9
garden_tools,1,80.09469912275,49.9
computers_accessories,12,119.48232289202898,138.59
garden_tools,3,80.09469912275,49.9
watches_gifts,16,164.88000698708737,216.1875
computers_accessories,27,119.48232289202898,81.02391304
garden_tools,5,80.09469912275,59.9
watches_gifts,4,164.88000698708737,163.0
bed_bath_table,58,78.62927803639344,89.9
furniture_decor,5,60.154262474583334,75.0
cool_stuff,9,107.85751177614034,99.99
health_beauty,13,132.30986998661538,84.99
computers_accessories,3,119.48232289202898,159.99
furniture_decor,12,60.154262474583334,99.9
health_beauty,7,132.30986998661538,84.99
furniture_decor,16,60.154262474583334,35.0
computers_accessories,2,119.48232289202898,109.9
bed_bath_table,22,78.62927803639344,99.0
watches_gifts,10,164.88000698708737,346.158
health_beauty,9,132.30986998661538,364.0
garden_tools,40,80.09469912275,55.77096774
cool_stuff,76,107.85751177614034,29.5
furniture_decor,10,60.154262474583334,99.9
watches_gifts,10,164.88000698708737,220.77
watches_gifts,1,164.88000698708737,139.9
watches_gifts,5,164.88000698708737,185.96
garden_tools,4,80.09469912275,109.99
watches_gifts,33,164.88000698708737,108.0
health_beauty,7,132.30986998661538,349.9
furniture_decor,2,60.154262474583334,89.9
bed_bath_table,16,78.62927803639344,45.9
health_beauty,6,132.30986998661538,29.9
cool_stuff,3,107.85751177614034,99.99
health_beauty,1,132.30986998661538,110.99
garden_tools,14,80.09469912275,187.8542857
garden_tools,3,80.09469912275,59.9
furniture_decor,1,60.154262474583334,38.4
consoles_games,16,27.03376623363636,24.5
health_beauty,12,132.30986998661538,325.0
garden_tools,29,80.09469912275,53.70952381
cool_stuff,4,107.85751177614034,99.99
cool_stuff,14,107.85751177614034,99.99
watches_gifts,5,164.88000698708737,185.0
perfumery,7,89.34881257692308,56.99
garden_tools,13,80.09469912275,179.99
furniture_decor,34,60.154262474583334,34.58117647
garden_tools,6,80.09469912275,109.99
computers_accessories,18,119.48232289202898,149.99
health_beauty,58,132.30986998661538,48.45944444
health_beauty,9,132.30986998661538,64.99
health_beauty,25,132.30986998661538,58.99
cool_stuff,17,107.85751177614034,99.99
watches_gifts,26,164.88000698708737,140.56
bed_bath_table,2,78.62927803639344,45.95
watches_gifts,1,164.88000698708737,339.0
health_beauty,19,132.30986998661538,330.0
perfumery,20,89.34881257692308,56.99
health_beauty,6,132.30986998661538,58.99
furniture_decor,83,60.154262474583334,69.9
garden_tools,11,80.09469912275,59.9
consoles_games,9,27.03376623363636,19.9
garden_tools,46,80.09469912275,53.9
health_beauty,10,132.30986998661538,79.99
garden_tools,2,80.09469912275,101.0
computers_accessories,43,119.48232289202898,156.5113514
health_beauty,36,132.30986998661538,84.99
watches_gifts,16,164.88000698708737,78.0
furniture_decor,9,60.154262474583334,83.83333333
perfumery,1,89.34881257692308,142.5
bed_bath_table,9,78.62927803639344,84.9
health_beauty,9,132.30986998661538,64.99
furniture_decor,47,60.154262474583334,75.0
garden_tools,13,80.09469912275,59.9
health_beauty,21,132.30986998661538,19.99
watches_gifts,44,164.88000698708737,108.0
health_beauty,20,132.30986998661538,89.99
computers_accessories,10,119.48232289202898,78.9
garden_tools,4,80.09469912275,49.9
health_beauty,28,132.30986998661538,23.39740741
bed_bath_table,8,78.62927803639344,39.99
computers_accessories,3,119.48232289202898,89.9
consoles_games,2,27.03376623363636,36.2
watches_gifts,40,164.88000698708737,78.0
watches_gifts,8,164.88000698708737,229.9
health_beauty,27,132.30986998661538,66.99
watches_gifts,16,164.88000698708737,149.475
garden_tools,3,80.09469912275,53.9
consoles_games,7,27.03376623363636,32.74285714
perfumery,4,89.34881257692308,117.7
garden_tools,7,80.09469912275,59.9
furniture_decor,4,60.154262474583334,38.4
bed_bath_table,10,78.62927803639344,77.93333333
bed_bath_table,59,78.62927803639344,205.0
watches_gifts,13,164.88000698708737,160.6692308
garden_tools,56,80.09469912275,53.41515152
garden_tools,27,80.09469912275,59.9
garden_tools,2,80.09469912275,120.0
health_beauty,6,132.30986998661538,58.99
watches_gifts,28,164.88000698708737,105.0
perfumery,4,89.34881257692308,49.99
garden_tools,6,80.09469912275,89.99
health_beauty,1,132.30986998661538,64.99
bed_bath_table,3,78.62927803639344,45.95
health_beauty,18,132.30986998661538,29.9
garden_tools,7,80.09469912275,120.0
cool_stuff,29,107.85751177614034,166.99
health_beauty,21,132.30986998661538,47.35789474
consoles_games,28,27.03376623363636,24.5
garden_tools,2,80.09469912275,59.9
garden_tools,12,80.09469912275,92.594
bed_bath_table,23,78.62927803639344,79.9
watches_gifts,3,164.88000698708737,152.6333333
health_beauty,33,132.30986998661538,122.99
health_beauty,8,132.30986998661538,349.9
garden_tools,2,80.09469912275,110.0
health_beauty,1,132.30986998661538,349.9
garden_tools,15,80.09469912275,183.99
bed_bath_table,5,78.62927803639344,39.99
computers_accessories,6,119.48232289202898,100.9
computers_accessories,10,119.48232289202898,119.99
watches_gifts,13,164.88000698708737,204.3846154
watches_gifts,4,164.88000698708737,149.0
garden_tools,29,80.09469912275,49.9
bed_bath_table,2,78.62927803639344,47.9
watches_gifts,2,164.88000698708737,78.0
computers_accessories,2,119.48232289202898,77.9
furniture_decor,2,60.154262474583334,89.9
garden_tools,12,80.09469912275,179.0
garden_tools,7,80.09469912275,99.99
garden_tools,6,80.09469912275,110.0
garden_tools,4,80.09469912275,59.9
watches_gifts,37,164.88000698708737,105.0
garden_tools,15,80.09469912275,59.9
health_beauty,11,132.30986998661538,19.99
watches_gifts,21,164.88000698708737,105.0
garden_tools,11,80.09469912275,127.7272727
garden_tools,4,80.09469912275,59.9
garden_tools,7,80.09469912275,97.33333333
cool_stuff,1,107.85751177614034,129.99
furniture_decor,8,60.154262474583334,38.4
garden_tools,19,80.09469912275,59.9
watches_gifts,85,164.88000698708737,105.648625
garden_tools,14,80.09469912275,59.9
watches_gifts,21,164.88000698708737,205.6857143
bed_bath_table,13,78.62927803639344,92.0
watches_gifts,39,164.88000698708737,78.0
health_beauty,4,132.30986998661538,349.9
cool_stuff,9,107.85751177614034,129.99
health_beauty,16,132.30986998661538,83.74
perfumery,24,89.34881257692308,56.99
furniture_decor,13,60.154262474583334,99.9
health_beauty,9,132.30986998661538,110.99
furniture_decor,6,60.154262474583334,38.4
consoles_games,11,27.03376623363636,19.9
watches_gifts,5,164.88000698708737,169.9
furniture_decor,4,60.154262474583334,35.0
health_beauty,9,132.30986998661538,89.99
computers_accessories,15,119.48232289202898,149.8525
garden_tools,10,80.09469912275,89.0
health_beauty,8,132.30986998661538,23.99
cool_stuff,2,107.85751177614034,99.99
watches_gifts,18,164.88000698708737,148.7785714
garden_tools,10,80.09469912275,96.65666667
perfumery,14,89.34881257692308,50.49
